Stage,StateVarName,Weight
48,price_23,1.0
49,price_0,1.0
49,price_1,1.0
49,price_2,1.0
49,price_3,1.0
49,price_4,1.0
49,price_5,1.0
49,price_6,1.0
49,price_7,1.0
49,price_8,1.0
49,price_9,1.0
49,price_10,1.0
49,price_11,1.0
49,price_12,1.0
49,price_13,1.0
49,price_14,1.0
49,price_15,1.0
49,price_16,1.0
49,price_17,1.0
49,price_18,1.0
49,price_19,1.0
49,price_20,1.0
49,price_21,1.0
49,price_22,1.0
49,price_23,1.0
50,price_0,1.0
50,price_1,1.0
50,price_2,1.0
50,price_3,1.0
50,price_4,1.0
50,price_5,1.0
50,price_6,1.0
50,price_7,1.0
50,price_8,1.0
50,price_9,1.0
50,price_10,1.0
50,price_11,1.0
50,price_12,1.0
50,price_13,1.0
50,price_14,1.0
50,price_15,1.0
50,price_16,1.0
50,price_17,1.0
50,price_18,1.0
50,price_19,1.0
50,price_20,1.0
50,price_21,1.0
50,price_22,1.0
50,price_23,1.0
51,price_0,1.0
51,price_1,1.0
51,price_2,1.0
51,price_3,1.0
51,price_4,1.0
51,price_5,1.0
51,price_6,1.0
51,price_7,1.0
51,price_8,1.0
51,price_9,1.0
51,price_10,1.0
51,price_11,1.0
51,price_12,1.0
51,price_13,1.0
51,price_14,1.0
51,price_15,1.0
51,price_16,1.0
51,price_17,1.0
51,price_18,1.0
51,price_19,1.0
51,price_20,1.0
51,price_21,1.0
51,price_22,1.0
51,price_23,1.0
52,price_0,1.0
52,price_1,1.0
52,price_2,1.0
52,price_3,1.0
52,price_4,1.0
52,price_5,1.0
52,price_6,1.0
52,price_7,1.0
52,price_8,1.0
52,price_9,1.0
52,price_10,1.0
52,price_11,1.0
52,price_12,1.0
52,price_13,1.0
52,price_14,1.0
52,price_15,1.0
52,price_16,1.0
52,price_17,1.0
52,price_18,1.0
52,price_19,1.0
52,price_20,1.0
52,price_21,1.0
52,price_22,1.0
52,price_23,1.0
53,price_0,1.0
53,price_1,1.0
53,price_2,1.0
53,price_3,1.0
53,price_4,1.0
53,price_5,1.0
53,price_6,1.0
53,price_7,1.0
53,price_8,1.0
53,price_9,1.0
53,price_10,1.0
53,price_11,1.0
53,price_12,1.0
53,price_13,1.0
53,price_14,1.0
53,price_15,1.0
53,price_16,1.0
53,price_17,1.0
53,price_18,1.0
53,price_19,1.0
53,price_20,1.0
53,price_21,1.0
53,price_22,1.0
53,price_23,1.0
54,price_0,1.0
54,price_1,1.0
54,price_2,1.0
54,price_3,1.0
54,price_4,1.0
54,price_5,1.0
54,price_6,1.0
54,price_7,1.0
54,price_8,1.0
54,price_9,1.0
54,price_10,1.0
54,price_11,1.0
54,price_12,1.0
54,price_13,1.0
54,price_14,1.0
54,price_15,1.0
54,price_16,1.0
54,price_17,1.0
54,price_18,1.0
54,price_19,1.0
54,price_20,1.0
54,price_21,1.0
54,price_22,1.0
54,price_23,1.0
55,price_0,1.0
55,price_1,1.0
55,price_2,1.0
55,price_3,1.0
55,price_4,1.0
55,price_5,1.0
55,price_6,1.0
55,price_7,1.0
55,price_8,1.0
55,price_9,1.0
55,price_10,1.0
55,price_11,1.0
55,price_12,1.0
55,price_13,1.0
55,price_14,1.0
55,price_15,1.0
55,price_16,1.0
55,price_17,1.0
55,price_18,1.0
55,price_19,1.0
55,price_20,1.0
55,price_21,1.0
55,price_22,1.0
55,price_23,1.0
56,price_0,1.0
56,price_1,1.0
56,price_2,1.0
56,price_3,1.0
56,price_4,1.0
56,price_5,1.0
56,price_6,1.0
56,price_7,1.0
56,price_8,1.0
56,price_9,1.0
56,price_10,1.0
56,price_11,1.0
56,price_12,1.0
56,price_13,1.0
56,price_14,1.0
56,price_15,1.0
56,price_16,1.0
56,price_17,1.0
56,price_18,1.0
56,price_19,1.0
56,price_20,1.0
56,price_21,1.0
56,price_22,1.0
56,price_23,1.0
57,price_0,1.0
57,price_1,1.0
57,price_2,1.0
57,price_3,1.0
57,price_4,1.0
57,price_5,1.0
57,price_6,1.0
57,price_7,1.0
57,price_8,1.0
57,price_9,1.0
57,price_10,1.0
57,price_11,1.0
57,price_12,1.0
57,price_13,1.0
57,price_14,1.0
57,price_15,1.0
57,price_16,1.0
57,price_17,1.0
57,price_18,1.0
57,price_19,1.0
57,price_20,1.0
57,price_21,1.0
57,price_22,1.0
57,price_23,1.0
